timestep,time,price [EUR/kWh],grid supply [kW],fixed load [kW],battery power [kW],bat. stored energy [kWh],flex band min [kW],flex band base [kW],flex band max [kW],battery feed-in [kW],sum CS power [kW],# occupied CS [-],# CS in use [-],CS_golf_0 [kW],CS_golf_1 [kW],CS_golf_2 [kW],CS_sprinter_0 [kW],CS_sprinter_1 [kW],CS_sprinter_2 [kW]
0,2024-05-13 00:00:00,84.9,-0.0,0,0,0.0,0.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-05-13 00:15:00,66.95,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
2,2024-05-13 00:30:00,26.89,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
3,2024-05-13 00:45:00,10.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024-05-13 01:00:00,25.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
5,2024-05-13 01:15:00,58.58,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
6,2024-05-13 01:30:00,40.53,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
7,2024-05-13 01:45:00,58.66,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-05-13 02:00:00,15.09,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024-05-13 02:15:00,54.94,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
10,2024-05-13 02:30:00,55.83,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
11,2024-05-13 02:45:00,40.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
12,2024-05-13 03:00:00,11.41,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
13,2024-05-13 03:15:00,64.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
14,2024-05-13 03:30:00,69.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
15,2024-05-13 03:45:00,20.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
16,2024-05-13 04:00:00,5.47,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
17,2024-05-13 04:15:00,10.1,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
18,2024-05-13 04:30:00,79.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
19,2024-05-13 04:45:00,94.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
20,2024-05-13 05:00:00,10.02,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
21,2024-05-13 05:15:00,25.04,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
22,2024-05-13 05:30:00,94.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
23,2024-05-13 05:45:00,133.21,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
24,2024-05-13 06:00:00,94.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
25,2024-05-13 06:15:00,99.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
26,2024-05-13 06:30:00,91.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
27,2024-05-13 06:45:00,65.09,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
28,2024-05-13 07:00:00,139.95,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
29,2024-05-13 07:15:00,114.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
30,2024-05-13 07:30:00,94.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
31,2024-05-13 07:45:00,41.76,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
32,2024-05-13 08:00:00,144.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,4,0,0.0,0,0,0.0,0.0,0.0
33,2024-05-13 08:15:00,109.91,-0.0,0,0,0.0,-50.0,0,94,0.0,0.0,3,0,0.0,0,0,0.0,0,0.0
34,2024-05-13 08:30:00,64.72,-0.0,0,0,0.0,-50.0,0,72,0.0,0.0,1,0,0.0,0,0,0,0,0
35,2024-05-13 08:45:00,-19.92,-0.0,0,0,0.0,-50.0,0,72,0.0,0.0,1,0,0.0,0,0,0,0,0
36,2024-05-13 09:00:00,114.91,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
37,2024-05-13 09:15:00,84.91,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
38,2024-05-13 09:30:00,47.28,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
39,2024-05-13 09:45:00,19.9,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
40,2024-05-13 10:00:00,79.95,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
41,2024-05-13 10:15:00,59.93,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
42,2024-05-13 10:30:00,39.93,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
43,2024-05-13 10:45:00,-0.18,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
44,2024-05-13 11:00:00,54.92,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
45,2024-05-13 11:15:00,-7.39,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
46,2024-05-13 11:30:00,34.92,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
47,2024-05-13 11:45:00,24.94,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
48,2024-05-13 12:00:00,34.91,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
49,2024-05-13 12:15:00,-19.91,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
50,2024-05-13 12:30:00,24.49,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
51,2024-05-13 12:45:00,34.91,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
52,2024-05-13 13:00:00,-29.91,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
53,2024-05-13 13:15:00,29.9,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
54,2024-05-13 13:30:00,22.1,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
55,2024-05-13 13:45:00,-4.9,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
56,2024-05-13 14:00:00,19.96,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
57,2024-05-13 14:15:00,1.73,-22.0,0,0,0.0,-50.0,0,72,0,22.0,1,1,0,0,22.0,0,0,0
58,2024-05-13 14:30:00,-9.91,-22.0,0,0,0.0,-50.0,0,72,0,22.0,1,1,0,0,22.0,0,0,0
59,2024-05-13 14:45:00,5.08,-0.0,0,0,0.0,-50.0,0,72,0.0,0.0,1,0,0,0,0.0,0,0,0
60,2024-05-13 15:00:00,-34.92,-22.0,0,0,0.0,-50.0,0,94,0,22.0,2,1,0,22.0,0.0,0,0,0
61,2024-05-13 15:15:00,-13.05,-22.0,0,0,0.0,-50.0,0,94,0,22.0,2,1,0,22.0,0.0,0,0,0
62,2024-05-13 15:30:00,5.09,-0.0,0,0,0.0,-50.0,0,94,0.0,0.0,2,0,0,0.0,0.0,0,0,0
63,2024-05-13 15:45:00,74.93,-0.0,0,0,0.0,-50.0,0,94,0.0,0.0,2,0,0,0.0,0.0,0,0,0
64,2024-05-13 16:00:00,-29.93,-0.0,0,0,0.0,-50.0,0,94,0.0,0.0,2,0,0,0.0,0.0,0,0,0
65,2024-05-13 16:15:00,-4.94,-0.0,0,0,0.0,-50.0,0,94,0.0,0.0,2,0,0,0.0,0.0,0,0,0
66,2024-05-13 16:30:00,20.08,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,3,1,0,0.0,0.0,0,11.0,0
67,2024-05-13 16:45:00,88.87,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,3,1,0,0.0,0.0,0,11.0,0
68,2024-05-13 17:00:00,-29.91,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,3,1,0,0.0,0.0,0,11.0,0
69,2024-05-13 17:15:00,64.92,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,4,2,0,0.0,0.0,0,11.0,11.0
70,2024-05-13 17:30:00,85.81,-33.0,0,0,0.0,-50.0,0,100.0,0,33.0,5,3,0,0.0,0.0,11.0,11.0,11.0
71,2024-05-13 17:45:00,139.9,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,5,2,0,0.0,0.0,11.0,0.0,11.0
72,2024-05-13 18:00:00,-4.2,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,5,2,0,0.0,0.0,11.0,0.0,11.0
73,2024-05-13 18:15:00,85.09,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,5,2,0,0.0,0.0,11.0,0.0,11.0
74,2024-05-13 18:30:00,84.95,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,5,2,0,0.0,0.0,11.0,0.0,11.0
75,2024-05-13 18:45:00,154.92,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,5,1,0,0.0,0.0,0.0,0.0,11.0
76,2024-05-13 19:00:00,104.9,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,5,1,0,0.0,0.0,0.0,0.0,11.0
77,2024-05-13 19:15:00,70.09,-33.0,0,0,0.0,-50.0,0,100.0,0,33.0,6,2,22.0,0.0,0.0,0.0,0.0,11.0
78,2024-05-13 19:30:00,122.38,-33.0,0,0,0.0,-50.0,0,100.0,0,33.0,6,2,22.0,0.0,0.0,0.0,0.0,11.0
79,2024-05-13 19:45:00,139.92,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,0.0,11.0
80,2024-05-13 20:00:00,154.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
81,2024-05-13 20:15:00,129.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
82,2024-05-13 20:30:00,129.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
83,2024-05-13 20:45:00,123.44,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
84,2024-05-13 21:00:00,134.95,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
85,2024-05-13 21:15:00,119.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
86,2024-05-13 21:30:00,109.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
87,2024-05-13 21:45:00,93.39,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
88,2024-05-13 22:00:00,154.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
89,2024-05-13 22:15:00,114.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
90,2024-05-13 22:30:00,46.41,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
91,2024-05-13 22:45:00,35.08,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
92,2024-05-13 23:00:00,124.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
93,2024-05-13 23:15:00,50.09,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
94,2024-05-13 23:30:00,84.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
95,2024-05-13 23:45:00,31.34,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
96,2024-05-14 00:00:00,68.89,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
97,2024-05-14 00:15:00,49.94,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
98,2024-05-14 00:30:00,35.09,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
99,2024-05-14 00:45:00,30.08,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
100,2024-05-14 01:00:00,45.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
101,2024-05-14 01:15:00,45.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
102,2024-05-14 01:30:00,39.31,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
103,2024-05-14 01:45:00,37.92,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
104,2024-05-14 02:00:00,41.96,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
105,2024-05-14 02:15:00,37.95,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
106,2024-05-14 02:30:00,37.04,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
107,2024-05-14 02:45:00,37.95,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
108,2024-05-14 03:00:00,41.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
109,2024-05-14 03:15:00,34.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
110,2024-05-14 03:30:00,34.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
111,2024-05-14 03:45:00,37.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
112,2024-05-14 04:00:00,30.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
113,2024-05-14 04:15:00,33.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
114,2024-05-14 04:30:00,37.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
115,2024-05-14 04:45:00,46.14,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
116,2024-05-14 05:00:00,20.08,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
117,2024-05-14 05:15:00,30.06,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
118,2024-05-14 05:30:00,45.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
119,2024-05-14 05:45:00,88.18,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
120,2024-05-14 06:00:00,53.38,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
121,2024-05-14 06:15:00,66.02,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
122,2024-05-14 06:30:00,65.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
123,2024-05-14 06:45:00,87.27,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
124,2024-05-14 07:00:00,124.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
125,2024-05-14 07:15:00,67.05,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
126,2024-05-14 07:30:00,57.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
127,2024-05-14 07:45:00,37.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
128,2024-05-14 08:00:00,116.38,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
129,2024-05-14 08:15:00,54.0,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
130,2024-05-14 08:30:00,38.0,-0.0,0,0,0.0,-50.0,0,61,0.0,0.0,1,0,0,0,0,0,0,0.0
131,2024-05-14 08:45:00,9.9,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
132,2024-05-14 09:00:00,65.97,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
133,2024-05-14 09:15:00,40.33,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
134,2024-05-14 09:30:00,9.91,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
135,2024-05-14 09:45:00,-35.09,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
136,2024-05-14 10:00:00,57.9,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
137,2024-05-14 10:15:00,17.9,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
138,2024-05-14 10:30:00,-7.43,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
139,2024-05-14 10:45:00,-69.9,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
140,2024-05-14 11:00:00,30.0,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
141,2024-05-14 11:15:00,-2.04,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
142,2024-05-14 11:30:00,-16.06,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
143,2024-05-14 11:45:00,-58.09,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
144,2024-05-14 12:00:00,-1.49,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
145,2024-05-14 12:15:00,-22.09,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
146,2024-05-14 12:30:00,-38.07,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
147,2024-05-14 12:45:00,-54.0,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
148,2024-05-14 13:00:00,-34.02,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
149,2024-05-14 13:15:00,-35.03,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
150,2024-05-14 13:30:00,-49.92,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
151,2024-05-14 13:45:00,-44.93,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
152,2024-05-14 14:00:00,-35.07,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
153,2024-05-14 14:15:00,-46.01,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
154,2024-05-14 14:30:00,-33.0,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
155,2024-05-14 14:45:00,-29.92,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
156,2024-05-14 15:00:00,-44.9,0,0,0,0.0,-50.0,0,50,0,0,0,0,0,0,0,0,0,0
157,2024-05-14 15:15:00,-30.02,-11.0,0,0,0.0,-50.0,0,61,0,11.0,1,1,0,0,0,11.0,0,0
158,2024-05-14 15:30:00,-18.1,-11.0,0,0,0.0,-50.0,0,61,0,11.0,1,1,0,0,0,11.0,0,0
159,2024-05-14 15:45:00,13.18,-11.0,0,0,0.0,-50.0,0,61,0,11.0,1,1,0,0,0,11.0,0,0
160,2024-05-14 16:00:00,-62.01,-11.0,0,0,0.0,-50.0,0,61,0,11.0,1,1,0,0,0,11.0,0,0
161,2024-05-14 16:15:00,-19.46,-11.0,0,0,0.0,-50.0,0,61,0,11.0,1,1,0,0,0,11.0,0,0
162,2024-05-14 16:30:00,1.94,-33.0,0,0,0.0,-50.0,0,83,0,33.0,2,2,22.0,0,0,11.0,0,0
163,2024-05-14 16:45:00,44.91,-33.0,0,0,0.0,-50.0,0,83,0,33.0,2,2,22.0,0,0,11.0,0,0
164,2024-05-14 17:00:00,-70.08,-22.0,0,0,0.0,-50.0,0,94,0,22.0,3,2,0.0,0,0,11.0,0,11.0
165,2024-05-14 17:15:00,-10.02,-22.0,0,0,0.0,-50.0,0,94,0,22.0,3,2,0.0,0,0,11.0,0,11.0
166,2024-05-14 17:30:00,33.91,-11.0,0,0,0.0,-50.0,0,94,0,11.0,3,1,0.0,0,0,0.0,0,11.0
167,2024-05-14 17:45:00,77.59,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,4,2,0.0,0,0,0.0,11.0,11.0
168,2024-05-14 18:00:00,-42.05,-44.0,0,0,0.0,-50.0,0,100.0,0,44.0,5,3,0.0,22.0,0,0.0,11.0,11.0
169,2024-05-14 18:15:00,34.93,-44.0,0,0,0.0,-50.0,0,100.0,0,44.0,6,3,0.0,0.0,22.0,0.0,11.0,11.0
170,2024-05-14 18:30:00,77.05,-44.0,0,0,0.0,-50.0,0,100.0,0,44.0,6,3,0.0,0.0,22.0,0.0,11.0,11.0
171,2024-05-14 18:45:00,149.98,-22.0,0,0,0.0,-50.0,0,100.0,0,22.0,6,2,0.0,0.0,0.0,0.0,11.0,11.0
172,2024-05-14 19:00:00,54.0,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
173,2024-05-14 19:15:00,80.21,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
174,2024-05-14 19:30:00,104.92,-11.0,0,0,0.0,-50.0,0,100.0,0,11.0,6,1,0.0,0.0,0.0,0.0,11.0,0.0
175,2024-05-14 19:45:00,104.97,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
176,2024-05-14 20:00:00,129.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
177,2024-05-14 20:15:00,97.95,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
178,2024-05-14 20:30:00,76.34,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
179,2024-05-14 20:45:00,61.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
180,2024-05-14 21:00:00,104.99,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
181,2024-05-14 21:15:00,93.94,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
182,2024-05-14 21:30:00,69.99,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
183,2024-05-14 21:45:00,55.14,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
184,2024-05-14 22:00:00,101.93,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
185,2024-05-14 22:15:00,73.91,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
186,2024-05-14 22:30:00,57.46,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
187,2024-05-14 22:45:00,41.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
188,2024-05-14 23:00:00,69.97,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
189,2024-05-14 23:15:00,56.4,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
190,2024-05-14 23:30:00,45.9,-0.0,0,0,0.0,-50.0,0,100.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
