time,price,"Price (EUR/MWh, EUR/tCO2)"
2024-05-16T07:15+02:00,87.85,
2024-05-16T07:30+02:00,84.92,
2024-05-16T07:45+02:00,79.9,
2024-05-16T08:00+02:00,109.93,
2024-05-16T08:15+02:00,66.7,
2024-05-16T08:30+02:00,59.9,
2024-05-16T08:45+02:00,57.06,
2024-05-16T09:00+02:00,89.92,
2024-05-16T09:15+02:00,48.3,
2024-05-16T09:30+02:00,23.4,
2024-05-16T09:45+02:00,2.97,
2024-05-16T10:00+02:00,66.7,
2024-05-16T10:15+02:00,28.75,
2024-05-16T10:30+02:00,0.5,
2024-05-16T10:45+02:00,-30.7,
2024-05-16T11:00+02:00,38.1,
2024-05-16T11:15+02:00,8.3,
2024-05-16T11:30+02:00,4.7,
2024-05-16T11:45+02:00,-35.09,
2024-05-16T12:00+02:00,25.0,
2024-05-16T12:15+02:00,-0.3,
2024-05-16T12:30+02:00,-8.49,
2024-05-16T12:45+02:00,-20.7,
2024-05-16T13:00+02:00,10.63,
2024-05-16T13:15+02:00,-0.03,
2024-05-16T13:30+02:00,-3.3,
2024-05-16T13:45+02:00,-16.9,
2024-05-16T14:00+02:00,-11.4,
2024-05-16T14:15+02:00,-10.09,
2024-05-16T14:30+02:00,-0.09,
2024-05-16T14:45+02:00,9.98,
2024-05-16T15:00+02:00,-28.97,
2024-05-16T15:15+02:00,-14.4,
2024-05-16T15:30+02:00,9.93,
2024-05-16T15:45+02:00,29.8,
2024-05-16T16:00+02:00,-53.47,
2024-05-16T16:15+02:00,4.6,
2024-05-16T16:30+02:00,28.5,
2024-05-16T16:45+02:00,54.92,
2024-05-16T17:00+02:00,-15.02,
2024-05-16T17:15+02:00,26.44,
2024-05-16T17:30+02:00,46.2,
2024-05-16T17:45+02:00,89.3,
2024-05-16T18:00+02:00,9.98,
2024-05-16T18:15+02:00,49.97,
2024-05-16T18:30+02:00,84.99,
2024-05-16T18:45+02:00,137.5,
2024-05-16T19:00+02:00,59.98,
2024-05-16T19:15+02:00,84.96,
2024-05-16T19:30+02:00,100.0,
2024-05-16T19:45+02:00,120.88,
2024-05-16T20:00+02:00,106.25,
2024-05-16T20:15+02:00,99.95,
2024-05-16T20:30+02:00,104.92,
2024-05-16T20:45+02:00,109.92,
2024-05-16T21:00+02:00,100.0,
2024-05-16T21:15+02:00,99.91,
2024-05-16T21:30+02:00,86.83,
2024-05-16T21:45+02:00,69.1,
2024-05-16T22:00+02:00,109.95,
2024-05-16T22:15+02:00,80.1,
2024-05-16T22:30+02:00,66.7,
2024-05-16T22:45+02:00,48.06,
2024-05-16T23:00+02:00,99.9,
2024-05-16T23:15+02:00,76.73,
2024-05-16T23:30+02:00,55.9,
2024-05-16T23:45+02:00,42.5,
2024-05-17T00:00+02:00,79.97,
2024-05-17T00:15+02:00,72.46,
2024-05-17T00:30+02:00,65.14,
2024-05-17T00:45+02:00,59.99,
2024-05-17T01:00+02:00,75.91,
2024-05-17T01:15+02:00,62.5,
2024-05-17T01:30+02:00,69.53,
2024-05-17T01:45+02:00,51.98,
2024-05-17T02:00+02:00,63.97,
2024-05-17T02:15+02:00,55.92,
2024-05-17T02:30+02:00,54.72,
2024-05-17T02:45+02:00,43.99,
2024-05-17T03:00+02:00,49.93,
2024-05-17T03:15+02:00,49.9,
2024-05-17T03:30+02:00,52.4,
2024-05-17T03:45+02:00,54.59,
2024-05-17T04:00+02:00,46.09,
2024-05-17T04:15+02:00,47.96,
2024-05-17T04:30+02:00,55.98,
2024-05-17T04:45+02:00,67.99,
2024-05-17T05:00+02:00,40.0,
2024-05-17T05:15+02:00,51.97,
2024-05-17T05:30+02:00,70.05,
2024-05-17T05:45+02:00,94.94,
2024-05-17T06:00+02:00,74.92,
2024-05-17T06:15+02:00,77.42,
2024-05-17T06:30+02:00,89.91,
2024-05-17T06:45+02:00,104.32,
2024-05-17T07:00+02:00,95.92,
2024-05-17T07:15+02:00,89.98,
2024-05-17T07:30+02:00,99.94,
2024-05-17T07:45+02:00,111.1,
2024-05-17T08:00+02:00,119.3,
2024-05-17T08:15+02:00,91.97,
2024-05-17T08:30+02:00,91.91,
2024-05-17T08:45+02:00,67.58,
2024-05-17T09:00+02:00,100.3,
2024-05-17T09:15+02:00,80.0,
2024-05-17T09:30+02:00,79.9,
2024-05-17T09:45+02:00,59.09,
2024-05-17T10:00+02:00,89.9,
2024-05-17T10:15+02:00,51.97,
2024-05-17T10:30+02:00,49.62,
2024-05-17T10:45+02:00,37.58,
2024-05-17T11:00+02:00,84.9,
2024-05-17T11:15+02:00,40.09,
2024-05-17T11:30+02:00,34.71,
